datetime,Adj Close,close,high,low,open,volume
,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA
2025-08-01 15:25:00+00:00,304.8550109863281,304.8550109863281,305.5,304.6099853515625,304.8299865722656,648391
2025-08-01 15:30:00+00:00,305.15008544921875,305.15008544921875,305.5799865722656,304.75,304.8550109863281,529239
2025-08-01 15:35:00+00:00,307.3450012207031,307.3450012207031,307.3940124511719,305.1700134277344,305.2200012207031,1019198
2025-08-01 15:40:00+00:00,307.85009765625,307.85009765625,307.9100036621094,306.7300109863281,307.3699951171875,948410
2025-08-01 15:45:00+00:00,307.8399963378906,307.8399963378906,309.17999267578125,307.79998779296875,307.8900146484375,1493188
2025-08-01 15:50:00+00:00,307.95989990234375,307.95989990234375,308.2898864746094,307.2200012207031,307.82000732421875,919175
2025-08-01 15:55:00+00:00,307.875,307.875,308.20001220703125,307.5899963378906,307.93798828125,573134
2025-08-01 16:00:00+00:00,308.8999938964844,308.8999938964844,309.30999755859375,307.6499938964844,307.875,1070638
2025-08-01 16:05:00+00:00,308.3399963378906,308.3399963378906,309.21990966796875,308.1300048828125,308.95001220703125,719268
2025-08-01 16:10:00+00:00,307.4800109863281,307.4800109863281,308.5400085449219,307.0,308.3570861816406,822122
2025-08-01 16:15:00+00:00,307.7099914550781,307.7099914550781,307.7300109863281,306.5508117675781,307.42498779296875,751385
2025-08-01 16:20:00+00:00,307.32000732421875,307.32000732421875,308.0299072265625,307.04010009765625,307.69000244140625,457853
2025-08-01 16:25:00+00:00,307.17999267578125,307.17999267578125,308.07000732421875,307.1686096191406,307.32000732421875,413151
2025-08-01 16:30:00+00:00,306.9403076171875,306.9403076171875,307.239990234375,306.4800109863281,307.19500732421875,530693
2025-08-01 16:35:00+00:00,306.5367126464844,306.5367126464844,307.2395935058594,306.40240478515625,306.9649963378906,395662
2025-08-01 16:40:00+00:00,305.6700134277344,305.6700134277344,306.56988525390625,305.6317138671875,306.5199890136719,1102086
2025-08-01 16:45:00+00:00,305.673095703125,305.673095703125,306.2394104003906,305.5,305.67498779296875,597258
2025-08-01 16:50:00+00:00,305.2900085449219,305.2900085449219,305.71929931640625,305.04998779296875,305.69500732421875,616433
2025-08-01 16:55:00+00:00,304.1086120605469,304.1086120605469,305.55999755859375,303.9800109863281,305.2799987792969,1029628
2025-08-01 17:00:00+00:00,303.8550109863281,303.8550109863281,304.70001220703125,303.3301086425781,304.1099853515625,1080492
2025-08-01 17:05:00+00:00,304.79998779296875,304.79998779296875,304.9320983886719,303.4013977050781,303.8380126953125,784446
2025-08-01 17:10:00+00:00,303.7749938964844,303.7749938964844,305.0,303.70001220703125,304.79998779296875,646447
2025-08-01 17:15:00+00:00,303.19940185546875,303.19940185546875,303.9494934082031,302.95001220703125,303.75,807775
2025-08-01 17:20:00+00:00,303.8699951171875,303.8699951171875,304.25,303.1600036621094,303.17999267578125,619234
2025-08-01 17:25:00+00:00,303.23638916015625,303.23638916015625,303.8799133300781,302.739990234375,303.79998779296875,636941
2025-08-01 17:30:00+00:00,303.8550109863281,303.8550109863281,304.14990234375,303.0,303.2349853515625,613233
2025-08-01 17:35:00+00:00,302.8500061035156,302.8500061035156,303.8771057128906,302.44000244140625,303.86260986328125,891339
2025-08-01 17:40:00+00:00,303.81988525390625,303.81988525390625,304.04998779296875,302.7799987792969,302.8550109863281,745064
2025-08-01 17:45:00+00:00,304.3800048828125,304.3800048828125,304.5,303.69000244140625,303.7850036621094,1926734
2025-08-01 17:50:00+00:00,304.1400146484375,304.1400146484375,304.8599853515625,303.79998779296875,304.43609619140625,599203
2025-08-01 17:55:00+00:00,303.68499755859375,303.68499755859375,304.2099914550781,303.1499938964844,304.1700134277344,659992
2025-08-01 18:00:00+00:00,302.6000061035156,302.6000061035156,303.8293151855469,302.35009765625,303.6805114746094,613882
2025-08-01 18:05:00+00:00,302.04998779296875,302.04998779296875,302.84991455078125,301.8299865722656,302.6050109863281,743827
2025-08-01 18:10:00+00:00,301.62640380859375,301.62640380859375,302.4299011230469,301.3800048828125,302.0199890136719,780438
2025-08-01 18:15:00+00:00,302.5899963378906,302.5899963378906,302.80499267578125,301.6178894042969,301.6485900878906,714065
2025-08-01 18:20:00+00:00,303.0849914550781,303.0849914550781,303.1095886230469,302.0,302.59600830078125,1196656
2025-08-01 18:25:00+00:00,303.29998779296875,303.29998779296875,303.409912109375,302.6000061035156,303.05999755859375,1047073
2025-08-01 18:30:00+00:00,303.6181945800781,303.6181945800781,303.91400146484375,303.0299987792969,303.2615966796875,598402
2025-08-01 18:35:00+00:00,303.06500244140625,303.06500244140625,303.7300109863281,302.95001220703125,303.6400146484375,558896
2025-08-01 18:40:00+00:00,304.5213928222656,304.5213928222656,304.6000061035156,302.9200134277344,303.0632019042969,667831
2025-08-01 18:45:00+00:00,303.58990478515625,303.58990478515625,304.6000061035156,303.2200012207031,304.5191955566406,607665
2025-08-01 18:50:00+00:00,302.1499938964844,302.1499938964844,303.6199951171875,302.0400085449219,303.54888916015625,783729
2025-08-01 18:55:00+00:00,302.6000061035156,302.6000061035156,302.9700012207031,301.8699951171875,302.17999267578125,801019
2025-08-01 19:00:00+00:00,302.0451965332031,302.0451965332031,302.8999938964844,301.8699951171875,302.57000732421875,363148
2025-08-01 19:05:00+00:00,302.3299865722656,302.3299865722656,302.6400146484375,301.9901123046875,302.04998779296875,339458
2025-08-01 19:10:00+00:00,301.94500732421875,301.94500732421875,302.7699890136719,301.6499938964844,302.29998779296875,680090
2025-08-01 19:15:00+00:00,302.44000244140625,302.44000244140625,302.54998779296875,301.7799987792969,301.90008544921875,767817
2025-08-01 19:20:00+00:00,301.7749938964844,301.7749938964844,302.6199951171875,301.1600036621094,302.44000244140625,944232
2025-08-01 19:25:00+00:00,301.9800109863281,301.9800109863281,302.260009765625,301.44000244140625,301.739990234375,719002
2025-08-01 19:30:00+00:00,302.4700012207031,302.4700012207031,302.75,301.1000061035156,301.8900146484375,1764168
2025-08-01 19:35:00+00:00,302.3500061035156,302.3500061035156,302.8174133300781,301.9901123046875,302.4700012207031,684336
2025-08-01 19:40:00+00:00,302.8900146484375,302.8900146484375,303.1899108886719,302.2300109863281,302.3599853515625,913113
2025-08-01 19:45:00+00:00,303.2304992675781,303.2304992675781,303.6700134277344,302.7650146484375,302.8800048828125,888189
2025-08-01 19:50:00+00:00,302.82000732421875,302.82000732421875,303.30999755859375,302.29998779296875,303.2799987792969,1025899
2025-08-01 19:55:00+00:00,302.6099853515625,302.6099853515625,303.5799865722656,302.3599853515625,302.7900085449219,1870131
2025-08-04 13:30:00+00:00,308.3583984375,308.3583984375,309.1000061035156,305.55010986328125,309.05499267578125,6073918
2025-08-04 13:35:00+00:00,309.82000732421875,309.82000732421875,310.54998779296875,308.25030517578125,308.3599853515625,2408523
2025-08-04 13:40:00+00:00,307.614990234375,307.614990234375,309.8299865722656,307.5,309.8299865722656,1636564
2025-08-04 13:45:00+00:00,308.8699951171875,308.8699951171875,309.4700012207031,307.4200134277344,307.61639404296875,1567790
2025-08-04 13:50:00+00:00,308.4599914550781,308.4599914550781,308.8699951171875,307.45001220703125,308.8699951171875,1316171
2025-08-04 13:55:00+00:00,308.7650146484375,308.7650146484375,308.96990966796875,307.6499938964844,308.5011901855469,1067949
2025-08-04 14:00:00+00:00,310.7300109863281,310.7300109863281,310.79998779296875,308.42999267578125,308.82000732421875,1956591
2025-08-04 14:05:00+00:00,311.13079833984375,311.13079833984375,312.114990234375,310.57000732421875,310.69000244140625,2202693
2025-08-04 14:10:00+00:00,311.20001220703125,311.20001220703125,311.92999267578125,310.1199951171875,311.1499938964844,1525133
2025-08-04 14:15:00+00:00,309.80010986328125,309.80010986328125,311.760009765625,309.79998779296875,311.17999267578125,1094268
2025-08-04 14:20:00+00:00,309.32000732421875,309.32000732421875,310.1199951171875,309.260009765625,309.8500061035156,1117781
2025-08-04 14:25:00+00:00,309.0400085449219,309.0400085449219,309.6300048828125,308.19061279296875,309.2799987792969,1407513
2025-08-04 14:30:00+00:00,308.4549865722656,308.4549865722656,309.07000732421875,308.0600891113281,309.0567932128906,887062
2025-08-04 14:35:00+00:00,307.16009521484375,307.16009521484375,308.3800048828125,306.8500061035156,308.3800048828125,1326691
2025-08-04 14:40:00+00:00,306.0150146484375,306.0150146484375,307.1564025878906,305.6600036621094,307.1400146484375,1478989
2025-08-04 14:45:00+00:00,306.05999755859375,306.05999755859375,306.7799987792969,305.0205078125,306.0303955078125,1952748
2025-08-04 14:50:00+00:00,303.565185546875,303.565185546875,306.260009765625,303.4700012207031,306.0812072753906,2110021
2025-08-04 14:55:00+00:00,304.4408874511719,304.4408874511719,304.96990966796875,303.0000915527344,303.55999755859375,1736468
2025-08-04 15:00:00+00:00,304.75,304.75,305.2792053222656,304.04998779296875,304.43548583984375,1264509
2025-08-04 15:05:00+00:00,304.8800048828125,304.8800048828125,304.9800109863281,303.6000061035156,304.7601013183594,1262467
2025-08-04 15:10:00+00:00,305.510009765625,305.510009765625,305.5899963378906,304.45001220703125,304.8900146484375,1004034
2025-08-04 15:15:00+00:00,305.6973876953125,305.6973876953125,306.05999755859375,304.9599914550781,305.4978942871094,1203574
2025-08-04 15:20:00+00:00,305.9927978515625,305.9927978515625,306.4700012207031,305.5199890136719,305.69000244140625,995488
2025-08-04 15:25:00+00:00,306.19500732421875,306.19500732421875,306.6098937988281,305.9590148925781,305.98919677734375,816998
2025-08-04 15:30:00+00:00,306.4784851074219,306.4784851074219,306.6199951171875,305.6200866699219,306.1300048828125,714558
2025-08-04 15:35:00+00:00,306.4100036621094,306.4100036621094,306.739990234375,306.1000061035156,306.57000732421875,571628
2025-08-04 15:40:00+00:00,307.1050109863281,307.1050109863281,307.3555908203125,306.3800048828125,306.4049987792969,873224
2025-08-04 15:45:00+00:00,307.2099914550781,307.2099914550781,307.6000061035156,306.6099853515625,307.1400146484375,769897
2025-08-04 15:50:00+00:00,307.72869873046875,307.72869873046875,307.7300109863281,306.8999938964844,307.2359924316406,621830
2025-08-04 15:55:00+00:00,308.5080871582031,308.5080871582031,308.8500061035156,307.6400146484375,307.6759033203125,1095248
2025-08-04 16:00:00+00:00,308.2699890136719,308.2699890136719,308.57000732421875,307.72100830078125,308.5299987792969,836892
2025-08-04 16:05:00+00:00,307.8424987792969,307.8424987792969,308.44000244140625,307.6300964355469,308.239990234375,594771
2025-08-04 16:10:00+00:00,307.2349853515625,307.2349853515625,308.0,306.7900085449219,307.8340148925781,845770
2025-08-04 16:15:00+00:00,307.2749938964844,307.2749938964844,307.29998779296875,306.9200134277344,307.2900085449219,410926
2025-08-04 16:20:00+00:00,308.0899963378906,308.0899963378906,308.2799987792969,307.2101135253906,307.2860107421875,706926
2025-08-04 16:25:00+00:00,308.65008544921875,308.65008544921875,308.989990234375,307.70001220703125,308.0899963378906,812270
2025-08-04 16:30:00+00:00,308.0199890136719,308.0199890136719,308.92999267578125,307.989990234375,308.6700134277344,590751
2025-08-04 16:35:00+00:00,308.2149963378906,308.2149963378906,308.3599853515625,307.5,308.0400085449219,556022
2025-08-04 16:40:00+00:00,308.55499267578125,308.55499267578125,308.7699890136719,307.8214111328125,308.2149963378906,496030
2025-08-04 16:45:00+00:00,309.2349853515625,309.2349853515625,309.6400146484375,308.5461120605469,308.55560302734375,972627
2025-08-04 16:50:00+00:00,309.5274963378906,309.5274963378906,309.75,308.8399963378906,309.235595703125,727641
2025-08-04 16:55:00+00:00,308.4849853515625,308.4849853515625,309.5299987792969,308.30999755859375,309.5299987792969,688022
2025-08-04 17:00:00+00:00,307.2300109863281,307.2300109863281,308.47100830078125,307.03009033203125,308.44000244140625,935357
2025-08-04 17:05:00+00:00,307.8183898925781,307.8183898925781,307.9100036621094,306.79998779296875,307.2250061035156,919484
2025-08-04 17:10:00+00:00,308.3500061035156,308.3500061035156,308.3500061035156,307.5404968261719,307.82000732421875,776526
2025-08-04 17:15:00+00:00,308.5350036621094,308.5350036621094,308.739990234375,308.0,308.31500244140625,509834
2025-08-04 17:20:00+00:00,308.2799987792969,308.2799987792969,308.5299987792969,307.8500061035156,308.5299987792969,549362
2025-08-04 17:25:00+00:00,308.489990234375,308.489990234375,308.489990234375,307.8999938964844,308.01971435546875,436599
2025-08-04 17:30:00+00:00,307.93951416015625,307.93951416015625,308.5,307.489990234375,308.4800109863281,437941
2025-08-04 17:35:00+00:00,307.92999267578125,307.92999267578125,308.2900085449219,307.6099853515625,307.8800048828125,438881
2025-08-04 17:40:00+00:00,307.6629943847656,307.6629943847656,308.0,307.48699951171875,307.9288024902344,413541
2025-08-04 17:45:00+00:00,308.3424987792969,308.3424987792969,308.3799133300781,307.5799865722656,307.6600036621094,447167
2025-08-04 17:50:00+00:00,308.360107421875,308.360107421875,308.7300109863281,308.15008544921875,308.3340148925781,534234
2025-08-04 17:55:00+00:00,308.55108642578125,308.55108642578125,308.6499938964844,308.1000061035156,308.3999938964844,340069
2025-08-04 18:00:00+00:00,309.2099914550781,309.2099914550781,309.3299865722656,308.35009765625,308.5299987792969,628025
2025-08-04 18:05:00+00:00,309.0050048828125,309.0050048828125,309.42999267578125,308.9700012207031,309.2200012207031,503515
2025-08-04 18:10:00+00:00,308.7699890136719,308.7699890136719,309.260009765625,308.5,309.00439453125,436396
2025-08-04 18:15:00+00:00,309.2550048828125,309.2550048828125,309.45001220703125,308.75,308.7699890136719,498446
2025-08-04 18:20:00+00:00,309.6400146484375,309.6400146484375,310.1799011230469,309.29998779296875,309.29998779296875,849979
2025-08-04 18:25:00+00:00,309.39080810546875,309.39080810546875,309.8699951171875,309.29998779296875,309.6600036621094,515428
2025-08-04 18:30:00+00:00,309.80999755859375,309.80999755859375,310.0,309.21099853515625,309.385009765625,535083
2025-08-04 18:35:00+00:00,309.7349853515625,309.7349853515625,309.95989990234375,309.44000244140625,309.7892150878906,353376
2025-08-04 18:40:00+00:00,309.3900146484375,309.3900146484375,309.8399963378906,309.19000244140625,309.75,422360
2025-08-04 18:45:00+00:00,309.7099914550781,309.7099914550781,309.8900146484375,309.25,309.4164123535156,402349
2025-08-04 18:50:00+00:00,310.03961181640625,310.03961181640625,310.32989501953125,309.635009765625,309.7143859863281,569381
2025-08-04 18:55:00+00:00,309.6206970214844,309.6206970214844,310.2300109863281,309.3999938964844,310.0260009765625,542056
2025-08-04 19:00:00+00:00,309.5899963378906,309.5899963378906,309.7799987792969,309.25,309.6099853515625,434520
2025-08-04 19:05:00+00:00,310.0199890136719,310.0199890136719,310.2099914550781,309.4800109863281,309.5799865722656,522951
2025-08-04 19:10:00+00:00,310.1007080078125,310.1007080078125,310.25,309.7900085449219,310.0199890136719,461565
2025-08-04 19:15:00+00:00,310.2799072265625,310.2799072265625,310.8299865722656,310.0924987792969,310.1400146484375,788008
2025-08-04 19:20:00+00:00,309.7947082519531,309.7947082519531,310.3699951171875,309.3800964355469,310.2550048828125,718724
2025-08-04 19:25:00+00:00,308.99249267578125,308.99249267578125,309.8599853515625,308.92010498046875,309.77880859375,577085
2025-08-04 19:30:00+00:00,308.6011962890625,308.6011962890625,309.0610046386719,308.44000244140625,308.9649963378906,710417
2025-08-04 19:35:00+00:00,308.6625061035156,308.6625061035156,308.8800048828125,308.42498779296875,308.6282043457031,527555
2025-08-04 19:40:00+00:00,308.2449951171875,308.2449951171875,309.04998779296875,308.1700134277344,308.6600036621094,774581
2025-08-04 19:45:00+00:00,308.7264099121094,308.7264099121094,308.8500061035156,308.05999755859375,308.2099914550781,653050
2025-08-04 19:50:00+00:00,309.8800048828125,309.8800048828125,309.95001220703125,308.55999755859375,308.6000061035156,950353
2025-08-04 19:55:00+00:00,309.2998962402344,309.2998962402344,309.8988037109375,309.0400085449219,309.8699951171875,1505963
2025-08-05 13:30:00+00:00,306.0249938964844,306.0249938964844,310.0,305.5,307.2049865722656,3776768
2025-08-05 13:35:00+00:00,307.8667907714844,307.8667907714844,308.25799560546875,305.8999938964844,305.98089599609375,1425814
2025-08-05 13:40:00+00:00,308.80999755859375,308.80999755859375,308.9237976074219,307.7601013183594,307.864990234375,1090442
2025-08-05 13:45:00+00:00,309.17999267578125,309.17999267578125,310.1300048828125,308.76519775390625,308.76519775390625,1525967
2025-08-05 13:50:00+00:00,312.2398986816406,312.2398986816406,312.44989013671875,308.9378967285156,309.1706848144531,2062756
2025-08-05 13:55:00+00:00,311.81500244140625,311.81500244140625,312.3299865722656,310.6099853515625,312.1600036621094,1461729
2025-08-05 14:00:00+00:00,310.1431884765625,310.1431884765625,311.7300109863281,309.80999755859375,311.7300109863281,1241495
2025-08-05 14:05:00+00:00,309.8500061035156,309.8500061035156,310.8900146484375,309.5299987792969,310.2049865722656,1108615
2025-08-05 14:10:00+00:00,308.4599914550781,308.4599914550781,310.1299133300781,308.19000244140625,309.8999938964844,1253523
2025-08-05 14:15:00+00:00,308.1400146484375,308.1400146484375,309.45001220703125,307.7099914550781,308.4800109863281,1287110
2025-08-05 14:20:00+00:00,307.760498046875,307.760498046875,308.17999267578125,307.2300109863281,308.1099853515625,1089536
2025-08-05 14:25:00+00:00,307.9649963378906,307.9649963378906,308.29998779296875,307.1499938964844,307.7694091796875,868341
2025-08-05 14:30:00+00:00,307.7900085449219,307.7900085449219,308.4599914550781,307.3800048828125,307.94110107421875,786175
2025-08-05 14:35:00+00:00,308.3800048828125,308.3800048828125,308.4999084472656,307.19061279296875,307.7900085449219,797306
2025-08-05 14:40:00+00:00,306.6600036621094,306.6600036621094,308.3999938964844,306.1400146484375,308.3399963378906,1132052
2025-08-05 14:45:00+00:00,305.8656005859375,305.8656005859375,306.6698913574219,305.6199951171875,306.6600036621094,1132798
2025-08-05 14:50:00+00:00,306.2699890136719,306.2699890136719,306.8800048828125,305.79998779296875,305.8399963378906,845446
2025-08-05 14:55:00+00:00,307.13140869140625,307.13140869140625,307.29998779296875,305.70001220703125,306.1867980957031,848383
2025-08-05 15:00:00+00:00,306.94000244140625,306.94000244140625,307.6600036621094,306.2099914550781,307.1199951171875,827704
2025-08-05 15:05:00+00:00,307.4700012207031,307.4700012207031,307.8045959472656,306.75,306.8999938964844,594785
2025-08-05 15:10:00+00:00,307.7864074707031,307.7864074707031,307.8193054199219,306.44000244140625,307.4700012207031,623487
2025-08-05 15:15:00+00:00,307.9200134277344,307.9200134277344,308.1499938964844,307.3500061035156,307.82000732421875,593873
2025-08-05 15:20:00+00:00,307.2200012207031,307.2200012207031,308.1600036621094,307.1600036621094,307.92999267578125,477393
2025-08-05 15:25:00+00:00,306.9599914550781,306.9599914550781,307.489990234375,306.70001220703125,307.20001220703125,464301
2025-08-05 15:30:00+00:00,307.1171875,307.1171875,307.4460144042969,306.5,306.8999938964844,544510
2025-08-05 15:35:00+00:00,306.9800109863281,306.9800109863281,307.27850341796875,306.3999938964844,307.1499938964844,505288
2025-08-05 15:40:00+00:00,307.0299987792969,307.0299987792969,307.239990234375,306.5943908691406,306.9200134277344,341036
2025-08-05 15:45:00+00:00,307.0199890136719,307.0199890136719,307.75,306.9200134277344,307.0138854980469,409127
2025-08-05 15:50:00+00:00,306.90008544921875,306.90008544921875,307.1499938964844,306.54998779296875,307.0191955566406,477395
2025-08-05 15:55:00+00:00,307.24481201171875,307.24481201171875,307.3800048828125,306.8700866699219,306.9150085449219,281916
2025-08-05 16:00:00+00:00,307.42999267578125,307.42999267578125,307.6199951171875,307.05999755859375,307.239990234375,316231
2025-08-05 16:05:00+00:00,307.7499084472656,307.7499084472656,308.1899108886719,307.3999938964844,307.42999267578125,511353
2025-08-05 16:10:00+00:00,307.0899963378906,307.0899963378906,308.07000732421875,307.010009765625,307.75,434472
2025-08-05 16:15:00+00:00,307.1199951171875,307.1199951171875,307.3219909667969,306.8500061035156,307.09210205078125,442616
2025-08-05 16:20:00+00:00,307.03009033203125,307.03009033203125,307.5794982910156,306.75311279296875,307.1099853515625,482249
2025-08-05 16:25:00+00:00,307.0799865722656,307.0799865722656,307.4100036621094,306.97711181640625,307.0450134277344,262468
2025-08-05 16:30:00+00:00,307.2250061035156,307.2250061035156,307.989990234375,307.0295104980469,307.0295104980469,406885
2025-08-05 16:35:00+00:00,307.4700012207031,307.4700012207031,307.6600036621094,307.0,307.2300109863281,337087
2025-08-05 16:40:00+00:00,307.0669860839844,307.0669860839844,307.5199890136719,306.9849853515625,307.4599914550781,356638
2025-08-05 16:45:00+00:00,306.32000732421875,306.32000732421875,307.0780029296875,306.0317077636719,307.0450134277344,741658
2025-08-05 16:50:00+00:00,306.4461975097656,306.4461975097656,306.8800048828125,306.1199951171875,306.29998779296875,426974
2025-08-05 16:55:00+00:00,306.3464050292969,306.3464050292969,306.6400146484375,306.17010498046875,306.4649963378906,284714
2025-08-05 17:00:00+00:00,306.9649963378906,306.9649963378906,307.0635986328125,306.2449951171875,306.3299865722656,412496
2025-08-05 17:05:00+00:00,307.31640625,307.31640625,307.5799865722656,306.8699951171875,306.95361328125,458897
2025-08-05 17:10:00+00:00,307.05499267578125,307.05499267578125,307.465087890625,306.8900146484375,307.2749938964844,262947
2025-08-05 17:15:00+00:00,307.4549865722656,307.4549865722656,307.4898986816406,306.67010498046875,307.0299987792969,327119
2025-08-05 17:20:00+00:00,307.4750061035156,307.4750061035156,307.67999267578125,307.260009765625,307.45599365234375,286950
2025-08-05 17:25:00+00:00,308.07000732421875,308.07000732421875,308.1698913574219,307.4200134277344,307.4599914550781,513647
2025-08-05 17:30:00+00:00,308.94000244140625,308.94000244140625,309.3099060058594,308.0013122558594,308.1000061035156,912416
2025-08-05 17:35:00+00:00,309.67498779296875,309.67498779296875,309.7900085449219,308.7200012207031,308.9200134277344,582022
2025-08-05 17:40:00+00:00,309.42999267578125,309.42999267578125,309.94000244140625,309.20001220703125,309.66009521484375,595995
2025-08-05 17:45:00+00:00,309.9299011230469,309.9299011230469,310.0899963378906,309.32000732421875,309.4288024902344,573384
2025-08-05 17:50:00+00:00,309.92999267578125,309.92999267578125,310.3699951171875,309.55999755859375,309.9049987792969,637822
2025-08-05 17:55:00+00:00,309.9136047363281,309.9136047363281,310.2085876464844,309.54998779296875,309.94000244140625,492527
2025-08-05 18:00:00+00:00,309.2799987792969,309.2799987792969,309.94000244140625,309.07501220703125,309.9164123535156,615513
2025-08-05 18:05:00+00:00,310.42999267578125,310.42999267578125,310.67999267578125,309.010009765625,309.3564147949219,681666
2025-08-05 18:10:00+00:00,310.6000061035156,310.6000061035156,310.9142150878906,310.3399963378906,310.43438720703125,621595
2025-08-05 18:15:00+00:00,309.32501220703125,309.32501220703125,310.6698913574219,309.30999755859375,310.58050537109375,659655
2025-08-05 18:20:00+00:00,309.2200012207031,309.2200012207031,309.4573974609375,309.1000061035156,309.29998779296875,426306
2025-08-05 18:25:00+00:00,309.25,309.25,309.6000061035156,309.0700988769531,309.255615234375,337466
2025-08-05 18:30:00+00:00,309.80999755859375,309.80999755859375,310.1449890136719,308.79998779296875,309.2699890136719,637974
2025-08-05 18:35:00+00:00,309.2200012207031,309.2200012207031,309.8699951171875,308.8699951171875,309.80999755859375,492705
2025-08-05 18:40:00+00:00,309.25,309.25,309.5799865722656,309.0150146484375,309.25,381728
2025-08-05 18:45:00+00:00,309.7250061035156,309.7250061035156,309.74951171875,309.0227966308594,309.2799987792969,397877
2025-08-05 18:50:00+00:00,309.2200012207031,309.2200012207031,309.75,309.04998779296875,309.7200012207031,320966
2025-08-05 18:55:00+00:00,309.50738525390625,309.50738525390625,309.5299987792969,308.65008544921875,309.2099914550781,393739
2025-08-05 19:00:00+00:00,309.7467041015625,309.7467041015625,309.8800048828125,309.43499755859375,309.510009765625,432948
2025-08-05 19:05:00+00:00,309.7991943359375,309.7991943359375,309.8598937988281,309.41009521484375,309.7799987792969,316137
2025-08-05 19:10:00+00:00,310.32000732421875,310.32000732421875,310.45001220703125,309.7300109863281,309.82000732421875,553231
2025-08-05 19:15:00+00:00,310.2001037597656,310.2001037597656,310.625,309.9200134277344,310.32000732421875,535616
2025-08-05 19:20:00+00:00,310.0791931152344,310.0791931152344,310.3800048828125,309.93011474609375,310.2200012207031,347535
2025-08-05 19:25:00+00:00,309.635009765625,309.635009765625,310.1099853515625,309.375,310.07000732421875,427730
2025-08-05 19:30:00+00:00,309.1955871582031,309.1955871582031,309.739990234375,309.1099853515625,309.6600036621094,402283
2025-08-05 19:35:00+00:00,309.07000732421875,309.07000732421875,309.4100036621094,308.95001220703125,309.18011474609375,387129
2025-08-05 19:40:00+00:00,309.0899963378906,309.0899963378906,309.4800109863281,308.8800048828125,309.05999755859375,511984
2025-08-05 19:45:00+00:00,309.53399658203125,309.53399658203125,309.95001220703125,309.0799865722656,309.1099853515625,505713
2025-08-05 19:50:00+00:00,309.3299865722656,309.3299865722656,310.1199951171875,309.1310119628906,309.5199890136719,829565
2025-08-05 19:55:00+00:00,308.67999267578125,308.67999267578125,309.6700134277344,308.4100036621094,309.2799987792969,1965437
2025-08-06 13:30:00+00:00,311.29998779296875,311.29998779296875,311.4599914550781,306.93450927734375,307.8900146484375,3111644
2025-08-06 13:35:00+00:00,312.07000732421875,312.07000732421875,312.6499938964844,310.3800048828125,311.2431945800781,2099475
2025-08-06 13:40:00+00:00,313.34051513671875,313.34051513671875,313.389892578125,310.760009765625,312.4150085449219,2130141
2025-08-06 13:45:00+00:00,316.01409912109375,316.01409912109375,317.3500061035156,313.30999755859375,313.340087890625,3407151
2025-08-06 13:50:00+00:00,315.1499938964844,315.1499938964844,316.5899963378906,314.318115234375,316.010009765625,2338621
2025-08-06 13:55:00+00:00,313.5050048828125,313.5050048828125,315.42291259765625,313.3807067871094,315.1377868652344,1480697
2025-08-06 14:00:00+00:00,314.8399963378906,314.8399963378906,315.2499084472656,313.20001220703125,313.4700012207031,1499371
2025-08-06 14:05:00+00:00,315.1401062011719,315.1401062011719,316.2298889160156,314.29998779296875,314.79998779296875,1441234
2025-08-06 14:10:00+00:00,314.8399963378906,314.8399963378906,315.49969482421875,314.20001220703125,315.1600036621094,1000086
2025-08-06 14:15:00+00:00,315.3500061035156,315.3500061035156,315.489990234375,313.95001220703125,314.8599853515625,1004385
2025-08-06 14:20:00+00:00,314.7250061035156,314.7250061035156,315.9800109863281,314.44000244140625,315.3280944824219,971855
2025-08-06 14:25:00+00:00,314.86090087890625,314.86090087890625,315.2200012207031,314.2300109863281,314.75,764003
2025-08-06 14:30:00+00:00,316.819091796875,316.819091796875,317.2650146484375,314.5700988769531,314.8900146484375,1694727
2025-08-06 14:35:00+00:00,317.17999267578125,317.17999267578125,317.7200012207031,316.54998779296875,316.7950134277344,1566582
2025-08-06 14:40:00+00:00,317.45001220703125,317.45001220703125,317.70001220703125,316.67999267578125,317.17999267578125,1089485
2025-08-06 14:45:00+00:00,317.80780029296875,317.80780029296875,318.3999938964844,317.010009765625,317.4599914550781,1562384
2025-08-06 14:50:00+00:00,317.0400085449219,317.0400085449219,317.8999938964844,316.2701110839844,317.8599853515625,1076629
2025-08-06 14:55:00+00:00,316.8999938964844,316.8999938964844,317.38690185546875,316.5,317.0199890136719,719699
2025-08-06 15:00:00+00:00,317.25,317.25,317.6099853515625,316.5299987792969,316.8999938964844,779935
2025-08-06 15:05:00+00:00,318.3840026855469,318.3840026855469,318.6000061035156,316.88128662109375,317.260009765625,1014523
2025-08-06 15:10:00+00:00,318.93499755859375,318.93499755859375,318.9649963378906,317.6499938964844,318.3599853515625,1036529
2025-08-06 15:15:00+00:00,318.5150146484375,318.5150146484375,319.5,318.32379150390625,318.93499755859375,1299461
2025-08-06 15:20:00+00:00,318.5899963378906,318.5899963378906,318.760009765625,317.8388977050781,318.5199890136719,699926
2025-08-06 15:25:00+00:00,318.4949951171875,318.4949951171875,319.25,318.3399963378906,318.5899963378906,925980
2025-08-06 15:30:00+00:00,318.7059020996094,318.7059020996094,318.8399963378906,318.0799865722656,318.489990234375,682132
